rank,arxiv_id,published,relevance_score,title,authors,primary_category,score_reasons,matched_queries,abs_url,pdf_url
708,2607.02911,2026-07-03T03:17:52Z,10,CoACT: Action-Preserving Observation Compression for Coding Agents,Haorui Chen; Yuancheng Zhu; Yitong Zhang; Jia Li,cs.SE,cost/budget; harness component,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2607.02911,https://arxiv.org/pdf/2607.02911
709,2607.02818,2026-07-02T23:13:36Z,10,Long-Term Optimization for Large-Scale Generative Retrieval with Off-Policy REINFORCE,Artem Matveev; Sergei Makeev; Aleksei Krasilnikov; Vladimir Baikalov; Sergei Liamaev; Kirill Khrylchenko,cs.IR,evaluation,"all:""inference-time"" AND all:agent | all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2607.02818,https://arxiv.org/pdf/2607.02818
710,2607.01641,2026-07-02T03:14:27Z,10,When Agents Do Not Stop: Uncovering Infinite Agentic Loops in LLM Agents,Xinyi Hou; Shenao Wang; Yanjie Zhao; Haoyu Wang,cs.SE,cost/budget; harness component,"all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2607.01641,https://arxiv.org/pdf/2607.01641
711,2607.01425,2026-07-01T19:41:38Z,10,Agent4cs: A Multi-agent System for Code Summarization in Large Hierarchical Codebases,Yongjian Tang; Ezgi Sarikayak; Doruk Tuncel; Jie M. Zhang; Thomas Runkler,cs.AI,evaluation,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2607.01425,https://arxiv.org/pdf/2607.01425
712,2607.01213,2026-07-01T17:51:28Z,10,RepoRescue: An Empirical Study of LLM Agents on Whole-Repository Compatibility Rescue,Zhihao Lin; Mingyi Zhou; Zhensu Sun; Yizhuo Yang; Renyu Yang; David Lo; Li Li,cs.SE,reliability,"all:""LLM agent"" AND all:evaluation | all:""LLM agents"" AND all:benchmark | all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2607.01213,https://arxiv.org/pdf/2607.01213
713,2607.01136,2026-07-01T16:21:49Z,10,Skills Are Not Islands: Measuring Dependency and Risk in Agent Skill Supply Chains,Changguo Jia; Tianqi Zhao; Runzhi He; Minghui Zhou,cs.SE,evaluation,"all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.01136,https://arxiv.org/pdf/2607.01136
714,2607.00990,2026-07-01T14:27:12Z,10,SWE-Doctor: Guiding Software Engineering Agents with Runtime Diagnosis from Multi-Faceted Bug Reproduction Tests,Yaoqi Guo; Yang Liu; Jie M. Zhang; Yun Ma; Yiling Lou; Zhenpeng Chen,cs.SE,evaluation,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2607.00990,https://arxiv.org/pdf/2607.00990
715,2607.00910,2026-07-01T13:12:55Z,10,Calibrating the Instrument: Controllability of an LLM-Driven Synthetic Population,Mirko Degli Esposti,cs.MA,reliability,"all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2607.00910,https://arxiv.org/pdf/2607.00910
716,2607.00527,2026-07-01T07:16:11Z,10,AI Native Games: A Survey and Roadmap,Zhiyue Xu; Fandi Meng; Kaijie Xu; Clark Verbrugge; Simon Lucas; Jian Zhao,cs.AI,evaluation,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2607.00527,https://arxiv.org/pdf/2607.00527
717,2606.30906,2026-06-29T20:56:37Z,10,Investigating Multi-Agent Deliberation in Law,Cor Steging; Ludi van Leeuwen; Tadeusz Zbiegień,cs.AI,evaluation,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.30906,https://arxiv.org/pdf/2606.30906
718,2606.30639,2026-06-29T17:58:43Z,10,Self-Evolving World Models for LLM Agent Planning,Xuan Zhang; Wenxuan Zhang; See-Kiong Ng; Yang Deng,cs.AI,harness component; trajectory,"all:""LLM agent"" AND all:evaluation | all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.30639,https://arxiv.org/pdf/2606.30639
719,2606.30555,2026-06-29T16:51:06Z,10,Linguistic Firewall: Geometry as Defense in Multi-Agent Systems Routing,Dvir Alsheich; Adar Peleg; Ben Hagag; Rom Himelstein; Amit Levi; Avi Mendelson,cs.AI,evaluation,"all:""agentic system"" AND all:evaluation | all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.30555,https://arxiv.org/pdf/2606.30555
720,2606.29824,2026-06-29T06:05:25Z,10,Neural Procedural Memory: Empowering LLM Agents with Implicit Activation Steering,Chengfeng Zhao; Yuqiao Tan; Shizhu He; Yequan Wang; Jun Zhao; Kang Liu,cs.CL,harness component,"all:""LLM agent"" AND all:evaluation | all:""LLM agent"" AND all:memory | all:""LLM agent"" AND all:robustness | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.29824,https://arxiv.org/pdf/2606.29824
721,2606.29717,2026-06-29T02:52:50Z,10,Optimizing Expert-Designed Crystal Graph Networks for Band-Gap Prediction with an Autonomous LLM Research Loop,Chenmu Zhang; Boris I. Yakobson,cond-mat.mtrl-sci,evaluation,"all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.29717,https://arxiv.org/pdf/2606.29717
722,2606.29251,2026-06-28T07:44:54Z,10,When Summaries Distort Decisions: Information Fidelity in LLM-Compressed Financial Analysis,Hoyoung Lee; Suhwan Park; Seunghan Lee; Jun Seo; Jaehoon Lee; Sungdong Yoo; Minjae Kim; CheolWon Na; Zhangyang Wang; Zach Golkhou; Minkyu Kim; Sotirios Sabanis; Alejandro Lopez-Lira; Dhagash Mehta; Soonyoung Lee; Chanyeol Choi; Wonbin Ahn; Yongjae Lee,cs.AI,cost/budget; harness component,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.29251,https://arxiv.org/pdf/2606.29251
723,2606.29194,2026-06-28T04:41:00Z,10,AI Trading's Alpha Singularity: Emergent Market Reasoning through Agent-to-Agent Self-Evolution,Yuqi Li; Siyuan Liu; Bingjun Liu,cs.AI,transfer/overfit,"all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2606.29194,https://arxiv.org/pdf/2606.29194
724,2606.29030,2026-06-27T17:57:25Z,10,Memory as an Attack Surface in LLM Agents: A Study on Multiple-Choice Question Answering,Shahnewaz Karim Sakib; Anindya Bijoy Das,cs.AI,harness component,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.29030,https://arxiv.org/pdf/2606.29030
725,2606.28841,2026-06-27T09:58:09Z,10,LAMP: Lean-based Agentic framework with MCP and Proof Repair,Santhana Srinivasan R; Maithilee Patawar,cs.LO,cost/budget; harness component,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.28841,https://arxiv.org/pdf/2606.28841
726,2606.28692,2026-06-27T02:24:56Z,10,An AI agent for treatment reasoning over a biomedical tool universe,Shanghua Gao; Ayush Noori; Richard Zhu; Curtis Ginder; Zhenglun Kong; Xiaorui Su; Justin Kauffman; Benjamin S. Glicksberg; Joshua Lampert; Ankit Sakhuja; Ashwin Sawant; ATHENA-R1 Evaluation Consortium; David A. Clifton; Noa Dagan; Ran Balicer; Marinka Zitnik,cs.AI,harness component,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.28692,https://arxiv.org/pdf/2606.28692
727,2606.28011,2026-06-26T12:13:58Z,10,From Detection to Action: Using LLM Agents for Fault-Tolerant Control,Javal Vyas; Milapji Singh Gill; Artan Markaj; Felix Gehlhoff; Mehmet Mercangöz,eess.SY,cost/budget; harness component,"all:""LLM agent"" AND all:evaluation | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.28011,https://arxiv.org/pdf/2606.28011
728,2606.27231,2026-06-25T16:19:23Z,10,A hardware-safety-gated system for LLM-written native ARTIQ control code on a trapped-ion platform,Duanyang Wang; Lu Qi; Yuanheng Xie; Norbert M. Linke; Kenneth R. Brown,quant-ph,cost/budget; harness component,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2606.27231,https://arxiv.org/pdf/2606.27231
729,2606.27406,2026-06-25T08:02:32Z,10,Towards Evaluation of Implicit Software World Models in Coding LLMs,Egor Bogomolov; Yaroslav Zharov,cs.SE,evaluation; harness component,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.27406,https://arxiv.org/pdf/2606.27406
730,2606.28409,2026-06-25T02:55:02Z,10,Evidence-Driven LLM Agent for C-to-Synthesizable-C Conversion and Verification,Zhe Zhao; Hongbing Lang; Zhihan Xiao; Luke Ztz Hu; John Imoleayo Adebisi; Songping Mai,cs.AR,harness component,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2606.28409,https://arxiv.org/pdf/2606.28409
731,2606.25161,2026-06-23T20:49:28Z,10,TRUSTMEM: Learning Trustworthy Memory Consolidation for LLM Agents with Long-Term Memory,Tianyu Yang; Sudipta Paul; Vijay Srinivasan; Vivek Kulkarni; Srinivas Chappidi,cs.AI,harness component; reliability,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.25161,https://arxiv.org/pdf/2606.25161
732,2606.24689,2026-06-23T15:18:17Z,10,Automated Summarization of Software Documents: An LLM-based Multi-Agent Approach,Duc S. H. Nguyen; Minh T. Nguyen; Phuong T. Nguyen; Juri Di Rocco; Davide Di Ruscio,cs.SE,evaluation,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.24689,https://arxiv.org/pdf/2606.24689
733,2606.24437,2026-06-23T11:14:37Z,10,ReM-MoA: Reasoning Memory Sustains Mixture-of-Agents Scaling,Heng Ping; Arijit Bhattacharjee; Peiyu Zhang; Shixuan Li; Wei Yang; Ali Jannesari; Nesreen Ahmed; Paul Bogdan,cs.AI,harness component,"all:""LLM agent"" AND all:memory | all:""LLM agents"" AND all:benchmark | all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.24437,https://arxiv.org/pdf/2606.24437
734,2606.24428,2026-06-23T11:05:05Z,10,Escaping the Self-Confirmation Trap: An Execute-Distill-Verify Paradigm for Agentic Experience Learning,Shiding Zhu; Yudi Qi; Yajie Wang; Jiaze Li; Chao Song; Yaorui Shi; Yibo Miao; Hanqi Gao; Kai Zhang,cs.CL,harness component; trajectory,"all:""LLM agent"" AND all:memory | all:""LLM agent"" AND all:robustness | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.24428,https://arxiv.org/pdf/2606.24428
735,2606.23927,2026-06-22T20:46:56Z,10,RIFT-Bench: Dynamic Red-teaming For Agentic AI Systems,Yarin Yerushalmi Levi; Roy Betser; Amit Giloni; Lidor Erez; Itay Gershon; Oren Rachmil; Sindhu Padakandla; Roman Vainshtein,cs.AI,evaluation,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.23927,https://arxiv.org/pdf/2606.23927
736,2606.23327,2026-06-22T13:37:08Z,10,VideoAgent: All-in-One Framework for Video Understanding and Editing,Hengji Zhou; Lingxuan Huang; Jian Wang; Bing Zhou; Si Wu; Lianghao Xia; Chao Huang,cs.CV,evaluation,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.23327,https://arxiv.org/pdf/2606.23327
737,2606.23195,2026-06-22T11:43:37Z,10,Memory Contagion: Cross-Temporal Propagation of Evaluator Bias via Agent Memory,Zewen Liu,cs.LG,harness component,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.23195,https://arxiv.org/pdf/2606.23195
738,2606.22883,2026-06-22T05:50:23Z,10,CLI-Universe: Towards Verifiable Task Synthesis Engine for Terminal Agents,Zhanbo Hua; Yifan Yao; Weihao Xie; Yongchi Zhao; Minghao Liu; Ruizhi Qiu; Zhewei Huang; Zun Wang; Yiyan Ji; Yunhai Ye; Letian Zhu; Xinping Lei; Han Li; Zhiyuan Ma; Zili Wang; Zhaoxiang Zhang; Jiaheng Liu,cs.AI,cost/budget; harness component,"all:""Terminal-Bench""",https://arxiv.org/abs/2606.22883,https://arxiv.org/pdf/2606.22883
739,2606.20515,2026-06-18T17:34:55Z,10,S-Agent: Spatial Tool-Use Elicits Reasoning for Spatial Intelligence,Yalun Dai; Hao Li; Shulin Tian; Runmao Yao; Yuhao Dong; Fangzhou Hong; Zhaoxi Chen; Fangfu Liu; Baoliang Tian; Dingwen Zhang; Tao Wang; Kim-Hui Yap; Ziwei Liu,cs.CV,harness component,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.20515,https://arxiv.org/pdf/2606.20515
740,2606.20512,2026-06-18T17:30:15Z,10,Probe-and-Refine Tuning of Repository Guidance for Coding Agents,Asa Shepard; Jeannie Albrecht,cs.SE,cost/budget; harness component,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.20512,https://arxiv.org/pdf/2606.20512
741,2606.20158,2026-06-18T12:23:02Z,10,N-Version Programming with Coding Agents,Javier Ron; Benoit Baudry; Martin Monperrus,cs.SE,reliability,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.20158,https://arxiv.org/pdf/2606.20158
742,2606.19911,2026-06-18T08:04:59Z,10,Multi-Agent Transactive Memory,To Eun Kim; Xuhong He; Dishank Jain; Ambuj Agrawal; Negar Arabzadeh; Fernando Diaz,cs.AI,harness component,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.19911,https://arxiv.org/pdf/2606.19911
743,2606.19847,2026-06-18T06:56:15Z,10,AtomMem: Building Simple and Effective Memory System for LLM Agents via Atomic Facts,Yanyu Yao; Shangze Li; Zhi Zheng; Hui Zheng; Qi Liu; Tong Xu; Enhong Chen,cs.CL,evaluation; harness component,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.19847,https://arxiv.org/pdf/2606.19847
744,2606.19559,2026-06-17T19:59:32Z,10,Uncertainty Decomposition for Clarification Seeking in LLM Agents,Gregory Matsnev,cs.AI,cost/budget; harness component,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.19559,https://arxiv.org/pdf/2606.19559
745,2606.19135,2026-06-17T14:45:20Z,10,A Technical Taxonomy of LLM Agent Communication Protocols,Linus Sander; Habtom Kahsay Gidey; Alexander Lenz; Alois Knoll,cs.MA,cost/budget; harness component,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.19135,https://arxiv.org/pdf/2606.19135
746,2606.17669,2026-06-16T08:30:47Z,10,DeSRPA: Decoupled Speech Role-Playing Agent via Inference-Time Intervention,Wenqiu Tang; Zhen Wan; Takahiro Komamizu; Ichiro Ide,cs.SD,transfer/overfit,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.17669,https://arxiv.org/pdf/2606.17669
747,2606.17321,2026-06-15T22:04:11Z,10,ProCUA-SFT Technical Report,Jaehun Jung; Ximing Lu; Brandon Cui; Muhammad Khalifa; Shaokun Zhang; Hao Zhang; Jin Xu; Amala Sanjay Deshmukh; Karan Sapra; Andrew Tao; Yejin Choi; Jan Kautz; Mingjie Liu; Yi Dong,cs.LG,harness component; trajectory; transfer/overfit,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.17321,https://arxiv.org/pdf/2606.17321
748,2606.15609,2026-06-14T05:31:43Z,10,FragFuse: Bypassing Access Control of Large Language Model Agents via Memory-Based Query Fragmentation and Fusion,Zixin Rao; Wentian Zhu; Chan Aristella Lu; Zhaorun Chen; Wei Niu; Le Guan; Bo Li; Zhen Xiang,cs.CR,harness component,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.15609,https://arxiv.org/pdf/2606.15609
749,2606.15024,2026-06-12T23:41:53Z,10,Resilient Consensus in Agentic AI,Sribalaji C. Anand; George J. Pappas,cs.MA,reliability,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.15024,https://arxiv.org/pdf/2606.15024
750,2606.14502,2026-06-12T14:33:55Z,10,From Chatbot to Digital Colleague: The Paradigm Shift Toward Persistent Autonomous AI,Yongheng Zhang; Ziang Liu; Jiaxuan Zhu; Shuai Wang; Xiangqi Chen; Haojing Huang; Jiayi Kuang; Siyu Chen; Ao Shen; Hao Wu; Qiufeng Wang; Qian-Wen Zhang; Junnan Dong; Wenhao Jiang; Ying Shen; Hai-Tao Zheng; Yinghui Li; Di Yin; Xing Sun; Philip S. Yu,cs.AI,cost/budget; evaluation; harness component,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.14502,https://arxiv.org/pdf/2606.14502
751,2606.13663,2026-06-11T17:56:36Z,10,HyperTool: Beyond Step-Wise Tool Calls for Tool-Augmented Agents,Yaxin Du; Yifan Zhou; Yujie Ge; Jiajun Wang; Xianghe Pang; Shuo Tang; Tuney Zheng; Bryan Dai; Jian Yang; Siheng Chen,cs.CL,harness component; transfer/overfit,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2606.13663,https://arxiv.org/pdf/2606.13663
752,2606.13392,2026-06-11T14:23:41Z,10,MiniMax Sparse Attention,Xunhao Lai; Weiqi Xu; Yufeng Yang; Qiaorui Chen; Yang Xu; Lunbin Zeng; Xiaolong Li; Haohai Sun; Haichao Zhu; Vito Zhang; Jinkai Hu; Jiayao Li; Rui Gao; Zekun Li; Songquan Zhu; Jingkai Zhou; Pengyu Zhao,cs.AI,cost/budget; harness component,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.13392,https://arxiv.org/pdf/2606.13392
753,2606.13079,2026-06-11T09:02:14Z,10,The Emergence of Autonomous Penetration Capabilities in Large Language Model-Powered AI Systems,Jiaqi Luo; Jiarun Dai; Zhile Chen; Jia Xu; Weibing Wang; Yawen Duan; Brian Tse; Geng Hong; Xudong Pan; Yuan Zhang; Min Yang,cs.CR,evaluation,"all:""agent scaffold""",https://arxiv.org/abs/2606.13079,https://arxiv.org/pdf/2606.13079
754,2606.12900,2026-06-11T04:58:05Z,10,Zero-source LLM Hallucination Detection with Human-like Criteria Probing,Jiahao Yang; Shuhai Zhang; Hailong Kang; Feng Liu; Qi Chen; Mingkui Tan,cs.AI,reliability,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.12900,https://arxiv.org/pdf/2606.12900
755,2606.11906,2026-06-10T10:36:20Z,10,When Does Language Matter? Multilingual Instructions Reveal Step-wise Language Sensitivity in Vision-Language-Action Models,Xuan Dong; Zhe Han; Tianhao Niu; Qingfu Zhu; Wanxiang Che,cs.CL,evaluation; reliability,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.11906,https://arxiv.org/pdf/2606.11906
756,2606.11625,2026-06-10T03:39:49Z,10,TimeRouter: Efficient and Adaptive Routing of Time-Series Foundation Models,Kanghui Ning; Yushan Jiang; Kashif Rasul; Anderson Schneider; Yuriy Nevmyvaka; Dongjin Song,cs.LG,evaluation,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.11625,https://arxiv.org/pdf/2606.11625
757,2606.11416,2026-06-09T20:06:29Z,10,MPC-Patch-Bench: Security-Aware LLM Code Patch for Multi-Party Computation,Yukuan Zhang; Mengxin Zheng; Qian Lou,cs.CR,evaluation,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.11416,https://arxiv.org/pdf/2606.11416
758,2606.10933,2026-06-09T14:44:43Z,10,Frontier Coding Agents Use Metaprogramming to Adapt to Unfamiliar Programming Languages,Aman Sharma; Sushrut Thorat; Paras Chopra,cs.AI,evaluation,"all:""SWE-bench"" AND all:agent | all:""Terminal-Bench""",https://arxiv.org/abs/2606.10933,https://arxiv.org/pdf/2606.10933
759,2606.10677,2026-06-09T10:31:51Z,10,Infini Memory: Maintainable Topic Documents for Long-Term LLM Agent Memory,Suozhao Ji; Baodong Wu; Zehao Wang; Lei Xia; Qingping Li; Ruisong Wang; Wenbo Ding; Zhenhua Zhu; Boxun Li; Guohao Dai; Yu Wang,cs.AI,harness component,"all:""LLM agent"" AND all:""tool calling"" | all:""LLM agent"" AND all:memory | all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.10677,https://arxiv.org/pdf/2606.10677
760,2606.10423,2026-06-09T04:53:19Z,10,WebChallenger: A Reliable and Efficient Generalist Web Agent,Jayoo Hwang; Xiaowen Zhang; Vedant Padwal,cs.CL,cost/budget; harness component,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.10423,https://arxiv.org/pdf/2606.10423
761,2606.10304,2026-06-09T01:45:19Z,10,MIRAGE: A Polarity-Flipping Encoding Subspace in LLM Agents,Pratibha Revankar; Kargi Chauhan; Jihye Kim; Sadiba Nusrat Nur; Vincent Siu; Chenguang Wang,cs.CL,cost/budget; harness component,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2606.10304,https://arxiv.org/pdf/2606.10304
762,2606.09738,2026-06-08T17:02:36Z,10,HDSL: A Hierarchical Domain-Specific Language for Structured 3D Indoor Scene Generation and Localized Editing with LLM Agents,Letian Li; Chao Shen; Shuzhao Xie; Chenghao Gu; ZhengXiao He; Yu Meng; Xin Yang; Wenyuan Jiang; Zhi Wang,cs.CV,cost/budget; evaluation; harness component,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2606.09738,https://arxiv.org/pdf/2606.09738
763,2606.08151,2026-06-06T13:02:28Z,10,Decision-Aware Memory Cards: Counterfactual-Inspired Context Selection and Compression for Tool-Using LLM Agents,Xinyu Guan; Qianyang Zhao; Yuming Deng,cs.AI,harness component,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.08151,https://arxiv.org/pdf/2606.08151
764,2606.08146,2026-06-06T12:48:45Z,10,SAGE: An LLM-driven Self Reflective Agentic Framework for Fraud Detection,Yichen Chen; Siying Li; Yuhang Liang; Lijun Wang; Renyang Liu,cs.AI,reliability,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.08146,https://arxiv.org/pdf/2606.08146
765,2606.06054,2026-06-04T11:54:29Z,10,Beyond Similarity: Trustworthy Memory Search for Personal AI Agents,Jiawen Zhang; Kejia Chen; Jiachen Ma; Yangfan Hu; Lipeng He; Yechao Zhang; Jian Liu; Xiaohu Yang; Tianwei Zhang; Ruoxi Jia,cs.AI,harness component,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.06054,https://arxiv.org/pdf/2606.06054
766,2606.04494,2026-06-03T06:19:25Z,10,Beyond Prompt-Based Planning: MCP-Native Graph Planning-based Biomedical Agent System,Zhangtianyi Chen; Florensia Widjaja; Wufei Dai; Xiangjun Zhang; Yuhao Shen; Juexiao Zhou,cs.AI,cost/budget; harness component,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.04494,https://arxiv.org/pdf/2606.04494
767,2606.01703,2026-06-01T05:12:20Z,10,JenBridge: Adaptive Long-Form Video Soundtracking across Scene Transitions,Jiashuo Yu; Yao Yao; Boyu Chen; Alex Wang,cs.SD,evaluation,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.01703,https://arxiv.org/pdf/2606.01703
768,2606.01065,2026-05-31T07:13:15Z,10,Leyline: KV Cache Directives for Agentic Inference,Bole Ma; Jan Eitzinger; Harald Koestler,cs.DC,cost/budget; harness component,"all:""agent harness""",https://arxiv.org/abs/2606.01065,https://arxiv.org/pdf/2606.01065
769,2606.00376,2026-05-29T21:35:23Z,10,The Deterministic Horizon: When Extended Reasoning Fails and Tool Delegation Becomes Necessary,Dongxin Guo; Jikun Wu; Siu Ming Yiu,cs.AI,harness component,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.00376,https://arxiv.org/pdf/2606.00376
770,2605.29790,2026-05-28T11:40:16Z,10,Evolve as a Team: Collaborative Self-Evolution for LLM-based Multi-Agent Systems,Zhezheng Hao; Tianfu Wang; Huanshuo Dong; Ziyan Liu; Hong Wang; Xiankun Lin; Qiang Lin; Can Wang; Hande Dong; Jiawei Chen,cs.MA,harness component; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2605.29790,https://arxiv.org/pdf/2605.29790
771,2605.29270,2026-05-28T02:38:41Z,10,Indexing the Unreadable: LLM-Native Recursive Construction and Search of Service Taxonomies,Wei Zheng; Yang Yan; Yiyang Shao; Jinyang Li; Zeze Chang; Yukuang Jia; Qiming Mao; Chihyung Wang; Jingbin Zhou,cs.AI,cost/budget; harness component,"all:""LLM agent"" AND all:""context management""",https://arxiv.org/abs/2605.29270,https://arxiv.org/pdf/2605.29270
772,2605.27566,2026-05-26T18:36:54Z,10,DynaSchedBench: Calibrated Dynamic Scheduling Benchmarks and Observability Paradox in LLM-based Scheduling Agents,Shijie Cao; Yuan Yuan; Jing Liu,cs.AI,cost/budget; evaluation; harness component,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2605.27566,https://arxiv.org/pdf/2605.27566
773,2607.00016,2026-05-26T17:32:14Z,10,Libra: Training the Environment for Agentic Information Retrieval,Xuan Zhao; Andy Chiu; Gengyu Wang,cs.IR,transfer/overfit,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2607.00016,https://arxiv.org/pdf/2607.00016
774,2605.26497,2026-05-26T03:20:23Z,10,Aligning Provenance with Authorization: A Dual-Graph Defense for LLM Agents,Peiran Wang; Ying Li; Yuan Tian,cs.CR,harness component; trajectory,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2605.26497,https://arxiv.org/pdf/2605.26497
775,2605.25310,2026-05-25T00:16:32Z,10,Tool-Call Dependency Structure is Linearly Decodable in LLM Agent Residual Streams,Tianda Sun; Dimitar Kazakov,cs.CL,harness component,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2605.25310,https://arxiv.org/pdf/2605.25310
776,2605.24216,2026-05-22T20:57:20Z,10,Agent-ToM: Learning to Monitor Autonomous LLM Agents via Theory-of-Mind Reasoning,Nesreen K. Ahmed; Nima Nafisi,cs.LG,harness component; trajectory,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2605.24216,https://arxiv.org/pdf/2605.24216
777,2605.22781,2026-05-21T17:36:17Z,10,DeltaBox: Scaling Stateful AI Agents with Millisecond-Level Sandbox Checkpoint/Rollback,Yunpeng Dong; Jingkai He; Shiqi Liu; Yuze Hou; Dong Du; Zhonghu Xu; Si Yu; Baochuan Yang; Yubin Xia; Haibo Chen,cs.OS,cost/budget; harness component,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2605.22781,https://arxiv.org/pdf/2605.22781
778,2605.22478,2026-05-21T13:36:38Z,10,DeliCIR: Deliberative Test-Time Evolutionary Hierarchical Multi-Agents for Composed Image Retrieval,Xingtian Pei; Yukun Song; Changwei Wang; Shunpeng Chen; Rongtao Xu; Shengpeng Xu; Shibiao Xu,cs.CV,evaluation,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2605.22478,https://arxiv.org/pdf/2605.22478
779,2605.22148,2026-05-21T08:20:38Z,10,Ratchet: A Minimal Hygiene Recipe for Self-Evolving LLM Agents,Xing Zhang; Yanwei Cui; Guanghui Wang; Ziyuan Li; Wei Qiu; Bing Zhu; Peiyang He,cs.AI,evaluation,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2605.22148,https://arxiv.org/pdf/2605.22148
780,2605.21434,2026-05-20T17:25:52Z,10,Agentic Model Checking,Youcheng Sun; Jiawen Liu; Daniel Kroening; Jason Xue,cs.SE,cost/budget; harness component,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2605.21434,https://arxiv.org/pdf/2605.21434
781,2605.20744,2026-05-20T05:46:52Z,10,Hack-Verifiable Environments: Towards Evaluating Reward Hacking at Scale,Amit Roth; Ankur Samanta; Matan Halevy; Yoav Levine; Yonathan Efroni,cs.LG,evaluation,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2605.20744,https://arxiv.org/pdf/2605.20744
782,2605.20072,2026-05-19T16:27:00Z,10,Probing Embodied LLMs: When Higher Observation Fidelity Hurts Problem Solving,Oussama Zenkri; Oliver Brock,cs.AI,reliability,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2605.20072,https://arxiv.org/pdf/2605.20072
